link,description,link_validity,datetime
https://nla.gov.au/anbd.aut-an50414901,50414901,Valid,Data is not available
http://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=kn20050213003&CON_LNG=ENG,kn20050213003,Valid,Data is not available
https://www.wikidata.org/wiki/Special:EntityPage/Q95,Wikidata item,Valid,Fri 26 Jan 2018 21:14:06 GMT
https://commons.wikimedia.org/wiki/Category:Google,Wikimedia Commons,Valid,Wed 24 Jan 2018 12:41:37 GMT
https://meta.wikimedia.org/wiki/Google,Meta-Wiki,Valid,Fri 12 Jan 2018 07:51:12 GMT
https://en.wikiquote.org/wiki/Google,Wikiquote,Valid,Wed 24 Jan 2018 23:04:33 GMT
https://en.wikiversity.org/wiki/Google,Wikiversity,Valid,Fri 12 Jan 2018 07:51:07 GMT
https://wikimediafoundation.org/wiki/Privacy_policy,Privacy policy,Valid,Fri 26 Jan 2018 19:50:09 GMT
https://www.mediawiki.org/wiki/Special:MyLanguage/How_to_contribute,Developers,Valid,Data is not available
https://wikimediafoundation.org/wiki/Cookie_statement,Cookie statement,Valid,Fri 26 Jan 2018 20:06:43 GMT
https://wikimediafoundation.org/,,Valid,Fri 26 Jan 2018 21:06:02 GMT
